name,diameter,center_lon,center_lat
Gernsback J,18.74,101.78,-37.80
Gibbs D,13.60,85.88,-13.10
Gill H,8.58,70.97,-64.08
Ginzel G,44.21,100.06,13.60
Ginzel L,27.98,97.79,13.06
Ginzel H,46.15,100.01,12.43
Glaisher E,20.81,49.18,12.63
Glaisher A,19.16,50.72,12.83
Glaisher B,23.04,50.14,12.48
Glaisher G,18.88,49.49,12.36
Glaisher H,4.82,49.44,13.74
Hagecius Q,18.52,53.08,-59.28
Hagecius R,13.98,52.84,-58.81
Hagecius S,10.21,54.87,-59.08
Godin D,5.12,8.24,0.96
Glaisher N,6.86,47.57,13.08
Glaisher V,12.99,50.00,11.00
Glaisher W,48.01,47.64,12.55
Glazenap E,12.81,139.22,-1.70
Grimaldi R,9.04,288.64,-8.50
Grimaldi S,10.99,295.12,-6.35
Grimaldi T,11.26,288.98,-7.71
Grimaldi X,8.41,287.59,-5.87
Grissom K,31.75,213.83,-49.46
Grissom M,38.72,211.57,-49.00
Glazenap F,9.43,139.87,-1.73
Glazenap P,67.47,136.36,-4.87
Glazenap S,28.61,134.57,-2.24
Goclenius B,6.21,44.47,-9.22
Goclenius U,22.14,50.15,-9.33
Goddard A,11.06,89.71,17.07
Goddard B,12.21,86.93,16.12
Goddard C,48.19,85.20,16.81
Godin A,9.44,9.65,2.67
Godin G,5.59,10.96,1.93
Goldschmidt A,6.73,357.54,72.49
Golovin C,14.54,163.23,40.65
Goldschmidt B,9.90,353.22,70.61
Goldschmidt C,7.61,353.89,71.17
Gould X,2.31,343.07,-20.90
Goldschmidt D,14.35,352.25,75.39
Golitsyn J,19.27,256.79,-27.68
Green P,20.32,131.98,0.51
Grigg P,30.04,228.41,10.52
Goodacre B,8.97,13.63,-31.91
Goodacre C,4.78,14.13,-32.30
Goodacre D,8.37,15.01,-33.41
Gould Y,2.46,344.12,-20.59
Gould Z,1.96,344.83,-19.55
Graff A,22.41,273.68,-41.20
Graff U,20.40,269.16,-42.08
Green M,35.28,133.12,0.35
Green R,32.54,131.17,2.90
Gregory K,26.97,128.67,-0.45
Hainzel R,17.48,323.57,-38.75
Hainzel N,24.00,319.80,-42.60
Gregory Q,68.58,125.93,0.19
Grimaldi A,14.52,288.66,-5.39
Grimaldi B,22.15,290.67,-2.94
Gruithuisen B,9.39,321.25,35.65
Gruithuisen E,7.50,315.61,37.39
Hagen Q,14.19,133.29,-50.33
Gruithuisen R,6.79,314.67,37.15
Hayn G,20.11,86.30,66.86
Hayn H,12.25,68.60,63.37
Julius Caesar B,6.71,13.93,9.76
Julius Caesar C,4.97,15.34,7.29
Hypatia E,5.70,20.41,-0.34
Julius Caesar D,4.54,16.50,7.18
Gruithuisen H,5.57,321.52,33.31
Gruithuisen K,6.02,317.26,35.39
Gruithuisen M,8.96,316.83,36.94
Hainzel O,12.11,321.34,-38.65
Gruithuisen S,6.65,314.31,37.47
Guericke A,4.59,342.70,-11.14
Hagen V,12.41,132.98,-47.52
Guericke B,14.64,344.69,-14.58
Heaviside D,17.79,171.72,-6.60
Hagen S,16.84,134.02,-48.67
Hahn A,18.30,69.72,29.66
Hahn B,17.87,76.97,31.37
Hahn D,14.86,68.46,27.41
Heaviside E,10.38,169.19,-10.12
Hahn E,15.23,69.98,27.67
Hayn E,41.63,66.10,67.01
Guericke F,21.03,344.66,-12.25
Guericke G,4.53,344.98,-14.01
Guericke H,5.13,345.70,-12.44
Hayn F,62.54,85.75,68.00
Guericke D,6.64,345.37,-11.99
Guericke E,3.40,347.93,-10.01
Hainzel S,7.94,322.32,-41.10
Hainzel V,20.64,321.19,-41.28
Guericke N,2.57,350.07,-12.54
Hainzel W,33.46,321.33,-40.75
Hainzel X,5.53,323.11,-36.66
Hainzel Y,29.65,320.16,-40.97
Guillaume F,34.87,190.61,45.21
Gum S,35.20,84.92,-39.66
Hainzel Z,5.31,324.56,-37.70
Guericke K,2.87,346.68,-15.14
Guericke M,2.32,347.53,-12.93
Halley B,5.44,4.45,-8.48
Halley C,4.70,6.62,-9.88
Haidinger C,18.24,337.81,-39.10
Halley G,5.04,5.51,-9.16
Julius Caesar F,25.05,12.96,11.63
Haidinger M,20.96,337.92,-37.46
Julius Caesar G,20.15,15.75,10.15
Hahn F,25.62,72.88,32.16
Guericke P,2.90,345.29,-15.06
Gutenberg C,45.21,41.13,-10.03
Guillaume B,27.92,187.53,47.17
Guillaume D,26.83,189.63,46.37
Guillaume J,16.59,189.48,43.55
Gullstrand C,15.57,232.90,46.56
Gutenberg A,14.80,39.91,-9.02
Gutenberg B,14.18,38.32,-9.12
Gutenberg D,20.07,42.83,-10.99
Gutenberg E,28.19,42.41,-8.21
Gutenberg F,7.17,42.60,-10.22
Gutenberg G,30.63,40.03,-6.04
Hedin N,23.96,288.11,4.96
Gutenberg H,4.76,39.06,-6.75
Gutenberg K,5.64,40.81,-7.29
Julius Caesar H,3.48,13.57,8.77
Guyot J,14.20,119.64,8.31
Guyot K,14.07,118.73,8.33
Guyot W,20.20,115.48,13.87
Gyldén C,5.87,0.98,-5.90
Gyldén K,4.24,0.59,-5.46
H. G. Wells X,27.53,121.38,43.14
Hadley C,5.79,2.80,25.48
Hagecius A,54.33,47.10,-58.25
Hagecius L,8.10,55.92,-61.69
Hagecius B,32.41,49.03,-60.48
Hagecius C,23.15,47.43,-60.78
Hagecius D,16.32,47.05,-57.31
Hagecius E,42.97,49.64,-63.50
Hagecius F,32.32,44.92,-62.37
Hagecius G,30.56,47.60,-61.85
Hagecius H,12.80,50.85,-60.48
Hagecius J,13.59,57.74,-62.68
Hainzel H,10.94,326.82,-36.97
Hagecius K,31.35,52.08,-61.25
Hedin G,13.78,286.48,3.82
Hedin H,12.27,287.67,3.06
Hedin K,11.29,286.84,2.90
Hedin L,10.49,288.53,5.12
Hagecius M,10.49,52.17,-60.18
Hagecius N,15.81,53.05,-60.33
Hagecius P,7.84,53.33,-59.91
Haidinger A,8.54,335.32,-38.69
Haidinger B,10.07,335.51,-39.24
Haidinger F,4.60,336.83,-38.62
Hanno B,36.01,68.94,-52.64
Hanno E,17.73,73.04,-59.42
Haidinger G,10.12,337.33,-39.60
Haidinger J,14.21,335.56,-37.98
Hypatia R,3.10,21.25,-2.00
Haidinger N,6.26,333.77,-39.51
Haidinger P,4.49,334.32,-38.57
Ideler C,6.34,23.22,-51.34
Hainzel A,55.52,325.97,-40.31
Hainzel B,15.20,326.55,-37.94
Hainzel C,37.76,327.20,-41.17
Hainzel G,6.33,327.00,-37.54
Hainzel J,13.27,322.11,-37.78
Hale Q,24.11,83.93,-76.46
Hall C,5.70,35.88,34.70
Hall J,7.55,36.90,35.47
Hall K,7.20,34.25,35.56
Hall X,4.00,37.83,35.70
Hall Y,3.68,36.94,36.34
Rhaeticus D,6.07,6.17,0.83
Hamilton B,33.54,81.85,-42.66
Hanno A,40.50,63.46,-53.60
Hanno C,22.41,68.54,-55.85
Hanno D,18.25,78.02,-59.09
Hanno F,9.36,68.22,-52.30
Hanno G,12.87,70.76,-58.00
Hanno Y,8.41,66.06,-55.39
Hanno Z,11.19,64.97,-55.18
Hansen A,13.47,74.66,13.36
Hansen B,79.89,79.52,14.42
Hansteen A,6.54,307.74,-12.75
Hansteen B,5.38,307.31,-12.73
Hansteen E,28.28,309.40,-10.61
Hansteen K,3.34,306.58,-13.90
Harding A,14.52,284.53,40.39
Hayn L,19.52,67.69,64.34
Harding B,16.72,283.58,41.80
Heraclitus K,16.91,3.44,-49.63
Hercules B,7.38,36.70,47.87
Hercules C,8.78,35.35,42.74
Harding C,8.49,285.25,42.38
Harding D,6.29,292.35,42.85
Hayn J,38.23,63.70,66.91
Hayn M,9.23,66.27,62.84
Hayn S,11.66,66.13,68.04
Hogg E,19.82,125.02,33.95
Hogg K,24.79,123.58,30.93
Hogg P,23.04,121.55,32.36
Hogg T,25.57,119.06,33.61
Harkhebi H,28.92,99.72,39.39
Hohmann Q,14.06,261.72,-21.77
Holden R,18.29,60.99,-20.81
Holden S,13.82,61.55,-20.41
Holden T,9.45,64.17,-19.02
Harding H,5.53,295.57,40.75
Haret C,28.47,186.29,-57.60
Haret Y,28.56,183.13,-56.06
Harkhebi T,18.49,95.31,40.03
Harkhebi J,43.10,103.35,37.41
Harkhebi K,25.92,100.76,35.80
Harkhebi U,18.16,96.80,40.77
Harkhebi W,17.40,95.55,43.34
Harpalus B,7.71,316.22,56.24
Heaviside C,26.59,171.11,-5.69
Harpalus C,10.00,314.76,55.59
Heaviside N,16.34,166.55,-11.77
Heaviside K,124.89,168.49,-12.90
Heaviside Z,13.05,166.72,-8.62
Hecataeus A,11.15,81.77,-22.10
Hecataeus B,68.09,75.62,-19.37
Harpalus H,7.85,306.65,53.80
Hecataeus C,20.35,73.08,-18.96
Harpalus E,7.51,309.01,52.76
Harpalus G,10.37,307.71,53.63
Harriot A,53.97,114.74,35.57
Harriot B,38.18,114.40,33.35
Harriot W,41.06,111.69,35.06
Harriot X,22.97,112.98,35.17
Hartwig A,9.95,280.14,-5.76
Hayn T,6.82,74.58,68.47
Healy J,40.67,250.85,30.03
Healy N,40.76,248.73,30.72
Heaviside B,21.08,169.36,-5.44
Hecataeus E,14.05,72.63,-18.51
Hecataeus J,10.71,80.90,-22.47
Lalande A,12.25,350.19,-6.63
Hedin F,19.65,285.50,3.95
Hecataeus K,94.14,79.69,-19.59
Hecataeus L,23.31,78.94,-19.06
Hecataeus M,18.93,84.19,-20.79
Hedin R,7.63,283.91,5.24
Hedin A,64.65,281.93,5.39
Hedin B,21.12,276.14,4.34
Hedin S,8.58,284.78,5.68
Hedin T,6.83,287.03,4.24
Hedin V,10.49,286.14,5.29
Hedin Z,10.22,280.99,1.91
Heinsius A,19.53,342.38,-39.77
Heinsius B,23.70,341.26,-40.00
Heinsius C,22.42,342.04,-40.63
Heinsius D,6.53,339.25,-38.81
Heinsius E,16.76,340.41,-37.86
Holetschek P,15.61,149.55,-29.97
Hell J,5.18,353.12,-29.69
Hell K,4.82,354.69,-34.09
Hell L,5.33,355.28,-30.64
Holden V,11.57,62.06,-18.57
Holden W,11.53,60.01,-18.91
Holetschek N,16.48,150.20,-30.24
Reiner Q,2.87,309.07,1.37
Heinsius K,4.88,341.40,-38.57
Holetschek R,77.84,147.82,-29.12
Heinsius P,35.51,346.25,-39.39
Hommel V,13.38,33.64,-53.74
Heinsius F,7.19,340.26,-40.54
Heinsius G,10.08,345.38,-38.31
Heinsius H,7.28,341.43,-37.51
Heinsius J,7.89,339.54,-39.32
Heinsius L,7.23,341.54,-41.25
Heinsius M,12.44,344.60,-40.97
Henderson Q,19.33,150.94,3.38
Heinsius N,7.05,345.23,-37.35
Helmholtz J,23.02,68.24,-64.87
Hell T,4.01,352.96,-33.70
Helmholtz M,24.31,51.36,-65.32
Helmholtz N,13.53,50.19,-64.95
Hell X,4.04,350.79,-31.95
Helmholtz R,12.21,55.26,-63.77
Helmholtz S,31.66,56.70,-64.40
Helmholtz T,30.53,60.08,-65.80
Henderson B,18.72,153.03,7.47
Heinsius O,4.08,345.08,-38.83
Heinsius Q,33.70,345.45,-39.88
Heinsius R,4.56,339.20,-40.21
Heinsius S,6.07,342.99,-39.65
Hercules D,7.95,39.73,44.78
Hercules F,13.24,41.74,50.31
Hercules G,13.82,39.27,46.46
Heinsius T,6.55,343.40,-39.76
Heis A,5.85,328.07,32.73
Heis D,7.67,328.88,31.65
Helberg C,69.02,259.06,23.36
Helberg H,29.23,258.67,21.80
Hell M,9.67,355.23,-30.34
Helicon B,5.45,338.69,37.94
Helicon C,1.25,333.73,40.07
Julius Caesar J,3.12,13.68,9.31
Helicon E,2.69,335.82,40.48
Helicon G,2.52,335.08,41.76
Hell A,20.96,351.54,-33.91
Hell B,21.55,354.19,-30.01
Hell C,13.96,353.50,-34.10
Hell E,9.32,353.79,-34.63
Hell H,4.87,356.18,-31.73
Henderson F,13.73,155.50,4.71
Henderson G,47.57,155.70,3.69
Hendrix M,20.59,200.48,-48.60
Henry A,8.31,302.80,-24.42
Holetschek Z,26.53,151.11,-26.31
Hell N,3.45,354.99,-30.05
Hommel A,44.79,33.96,-53.85
Hommel B,33.02,36.93,-55.33
Hell P,3.42,354.23,-32.53
Hell R,3.02,353.43,-32.71
Lagrange G,16.99,297.09,-28.52
Hell S,3.73,353.73,-33.52
Hercules H,5.96,41.04,51.32
Reiner U,3.23,307.42,4.10
Hercules J,7.85,36.44,44.12
Hercules K,7.04,36.95,44.26
Herigonius E,6.62,324.34,-13.82
Herigonius F,5.23,324.95,-15.47
Hermann F,4.98,304.39,1.29
Julius Caesar P,36.13,14.15,11.17
Julius Caesar Q,28.57,13.94,12.99
Hermann H,4.22,298.06,0.87
Kaiser A,19.52,7.27,-36.37
Hell U,4.20,350.80,-33.40
Hell V,7.15,351.16,-32.83
Hell W,6.60,351.32,-32.56
Helmholtz H,19.83,64.97,-64.53
Helmholtz A,15.97,51.51,-64.49
Helmholtz B,11.83,68.66,-67.87
Henry D,6.77,300.78,-24.87
Hermann K,2.72,301.63,2.42
Henry J,5.89,304.39,-22.78
Helmholtz D,44.58,54.09,-66.38
Helmholtz F,49.99,60.54,-64.46
Heraclides A,4.74,325.73,40.91
Henry K,6.40,304.29,-23.22
Heraclides E,3.94,327.23,43.01
Henry L,6.47,302.44,-25.46
Henry M,12.84,302.47,-25.76
Henry N,8.77,301.54,-26.10
Hommel M,7.29,27.44,-59.88
Hommel N,13.50,28.85,-59.42
Henry P,6.38,301.02,-25.70
Henry Frères C,35.14,300.17,-24.62
Henry Frères E,4.20,299.86,-24.60
Henry Frères G,4.07,301.90,-22.85
Hermann C,3.38,299.32,-0.15
Henry Frères H,6.64,303.17,-22.30
Henry Frères R,6.98,302.09,-21.52
Henry Frères S,6.23,303.52,-20.49
Heraclides F,3.01,326.27,38.55
Henyey U,45.72,206.40,13.60
Henyey V,24.26,205.60,14.12
Hommel C,51.41,29.81,-54.90
Hermann D,3.19,305.87,-2.31
Hommel D,26.52,32.54,-55.92
Heraclitus C,6.94,6.21,-48.89
Heraclitus E,6.96,6.54,-49.73
Heraclitus D,56.12,5.13,-50.50
Hermann E,3.65,307.96,0.19
Herigonius H,4.14,326.77,-17.12
Herigonius K,3.06,323.53,-12.83
Hermann A,4.07,301.72,0.40
Hermann B,5.83,302.75,-0.33
Hommel E,13.37,31.04,-59.09
Hommel F,18.24,32.03,-58.58
Hommel G,30.94,27.40,-58.10
Hommel H,42.88,30.66,-52.55
Hommel HA,10.42,30.54,-52.08
Hommel J,17.62,27.87,-53.53
Hermann J,3.84,302.47,2.60
Hommel P,33.51,31.74,-56.97
Hommel Q,28.18,38.30,-56.17
Hommel R,10.49,32.66,-52.61
Kaiser B,6.12,5.53,-36.63
Kaiser C,12.06,9.63,-36.60
Kaiser D,4.16,7.36,-37.07
Kaiser E,5.42,7.14,-34.94
Hermite A,19.86,308.97,87.94
Herodotus A,9.97,307.86,21.52
Herodotus B,5.63,304.52,22.56
Herodotus C,4.68,304.94,21.93
Herodotus G,3.51,309.67,24.67
Lagrange H,10.61,293.70,-29.47
Herodotus H,6.21,309.93,26.77
Herodotus K,4.71,308.03,24.50
Herodotus L,3.92,306.80,26.11
Hommel K,14.85,26.94,-55.57
Hommel L,17.27,27.86,-56.17
Hirayama S,28.01,92.33,-6.46
Hertzsprung D,48.28,233.80,3.43
Herschel F,5.84,355.61,-5.78
Hommel S,20.75,36.12,-56.75
Herodotus R,3.94,306.05,27.36
Herodotus S,4.09,306.56,27.68
Herodotus T,5.02,306.19,27.88
Herschel C,9.89,356.81,-5.01
Herschel D,19.23,356.01,-5.32
Herschel G,12.24,357.59,-6.49
Herschel H,4.69,356.55,-6.30
Herschel N,14.41,358.90,-5.22
Hertzsprung K,27.33,231.52,-0.67
Hertzsprung L,34.89,231.30,0.21
Hertzsprung M,35.78,230.21,-7.54
Hertzsprung P,22.41,229.75,-0.13
Hertzsprung R,30.39,227.19,-0.27
Hertzsprung S,48.89,226.59,0.44
Ibn Firnas L,19.60,123.01,5.94
Hertzsprung V,40.35,225.82,5.06
Ibn Firnas E,40.36,125.57,7.20
Icarus D,69.36,188.58,-4.55
Icarus E,18.80,191.13,-5.30
Icarus H,29.13,190.49,-7.93
Icarus J,28.80,189.03,-7.43
Icarus Q,39.50,183.71,-7.76
Icarus V,36.60,183.96,-3.90
Icarus X,44.66,184.32,-2.25
Hesiodus B,9.88,342.45,-27.15
Hesiodus D,4.57,343.57,-29.38
Hesiodus E,3.16,344.64,-27.90
Hesiodus X,23.90,343.72,-27.39
Hesiodus Y,17.80,342.71,-28.32
Hesiodus Z,3.78,340.48,-28.77
Inghirami M,14.72,299.47,-45.50
Hess M,25.18,173.41,-56.19
Hess W,25.93,171.03,-52.78
Hevelius J,13.13,290.10,0.80
Hevelius K,5.67,289.91,1.58
Heymans D,28.49,226.80,76.29
Hess Z,81.09,173.70,-52.07
Hevelius A,14.00,291.77,2.85
Heymans F,52.98,225.69,74.64
Heymans T,31.69,204.26,74.66
Hilbert A,10.28,109.06,-16.17
Hilbert L,32.59,109.11,-21.13
Hilbert W,19.25,107.90,-17.32
Hilbert E,48.73,112.28,-16.58
Hilbert S,11.15,106.08,-18.30
Hilbert G,47.11,114.19,-18.75
Hilbert H,14.68,109.85,-18.43
Hilbert Y,24.94,107.78,-15.85
Hind C,6.74,7.44,-8.71
Hirayama M,28.53,93.53,-9.26
Hippalus D,22.42,327.89,-23.67
Hipparchus B,4.41,1.72,-6.99
Hipparchus C,16.51,8.20,-7.40
Hipparchus D,4.22,2.09,-4.46
Hipparchus E,3.93,2.22,-4.22
Hipparchus F,8.91,2.46,-4.19
Hipparchus G,13.67,7.40,-5.02
Hommel O,6.00,28.24,-58.69
Hipparchus H,3.83,2.27,-5.48
Hipparchus J,13.79,3.19,-7.58
Hipparchus L,12.64,9.00,-6.86
Hipparchus N,5.48,4.98,-4.84
Hipparchus P,5.01,2.70,-4.75
Hipparchus U,7.73,3.54,-6.77
Inghirami S,11.70,291.37,-49.25
Inghirami T,10.09,292.03,-49.83
Inghirami W,6.99,292.49,-44.44
Innes S,33.46,117.42,27.52
Hipparchus W,5.21,7.71,-5.07
Hipparchus X,17.30,4.89,-5.85
Hipparchus Z,5.63,9.05,-8.56
Hippocrates Q,36.19,211.35,68.47
Hirayama C,23.23,95.41,-4.17
Hirayama F,35.21,97.11,-5.76
Hirayama K,38.12,94.88,-8.26
Hirayama L,23.08,94.35,-9.36
Hirayama N,16.38,93.64,-7.15
Hirayama Q,41.04,91.25,-7.94
Hommel Z,4.17,30.50,-59.94
Hooke D,18.73,55.80,40.69
Isaev N,22.35,147.25,-18.67
Horrebow D,4.34,321.18,57.96
Horrebow A,24.65,319.47,59.22
Horrebow B,11.89,317.06,58.72
Horrebow C,4.69,323.98,56.96
Innes Z,35.30,119.17,29.44
Isidorus A,9.91,33.20,-8.06
Isidorus B,29.51,32.98,-4.53
Isidorus C,7.92,31.65,-4.79
Hortensius A,9.48,329.24,4.36
Isidorus D,14.95,34.07,-4.27
Isidorus E,13.52,32.62,-5.39
Hortensius B,6.19,330.49,5.26
Isidorus F,17.18,34.19,-8.79
Mee F,11.84,323.16,-43.36
Horrocks M,4.82,7.61,-4.06
Horrocks U,3.08,4.73,-3.18
Idel'son L,28.03,118.56,-83.99
Ideler A,10.68,21.93,-50.20
Ideler B,9.67,22.35,-50.77
Jules Verne Z,20.28,147.01,-32.55
Julius Caesar A,13.75,14.45,7.66
Hortensius C,6.32,333.26,5.93
Hortensius D,7.06,327.62,5.40
Houzeau P,15.23,234.84,-19.08
Hortensius H,6.33,328.82,5.88
Hortensius E,15.30,334.56,5.24
Kies B,9.35,338.07,-28.77
Kidinnu E,63.72,124.46,36.03
Kies A,14.54,337.23,-28.36
Kies C,4.69,333.82,-26.07
Hortensius F,6.25,334.34,7.03
Hortensius G,4.14,333.83,8.13
Lavoisier T,18.56,283.37,36.50
Houzeau Q,18.60,234.61,-18.60
Hubble C,53.63,85.61,19.45
Huggins A,9.62,357.73,-40.65
Humboldt B,20.88,83.64,-30.82
Humboldt N,14.49,80.64,-26.05
Hume A,20.65,90.65,-3.83
Hutton P,42.42,167.36,35.52
Huygens A,5.88,358.08,19.77
J. Herschel C,11.99,319.84,62.38
Hutton W,22.25,166.70,38.92
Hyginus A,7.69,5.66,6.32
Hyginus E,3.78,8.52,8.75
Korolev Y,19.01,201.54,-0.51
Hyginus G,3.84,5.92,10.97
Hyginus S,23.61,8.00,6.40
Hyginus W,21.02,7.73,9.62
Hyginus Z,23.18,9.43,8.03
Hypatia A,15.06,22.21,-4.90
Hypatia B,4.13,21.31,-4.68
Hypatia C,14.78,20.76,-0.88
Hypatia D,5.35,22.68,-3.15
Hypatia F,8.23,21.47,-4.14
Hypatia G,4.81,22.95,-2.68
Jacobi B,12.95,13.93,-54.55
Hypatia H,5.18,24.05,-4.48
Hypatia M,28.53,23.41,-5.28
Jansen K,5.63,29.66,11.50
Ideler L,36.51,23.65,-49.33
Ideler M,18.17,25.56,-49.00
Jansen Y,3.04,28.55,13.39
Ingalls G,47.55,209.48,25.64
Ingalls V,24.15,204.62,27.15
Ingalls M,28.11,206.80,23.73
Ingalls U,25.70,203.60,26.97
Ingalls Y,21.10,205.74,29.51
Inghirami A,33.30,294.55,-44.92
Inghirami C,17.46,285.41,-44.07
Inghirami F,22.31,288.40,-49.83
Inghirami G,29.18,285.70,-51.03
Inghirami H,19.39,287.11,-50.16
Inghirami K,24.25,285.94,-49.54
Inghirami L,14.78,298.89,-45.95
Inghirami N,14.24,293.06,-48.81
Izsak T,13.03,115.23,-23.35
Inghirami Q,44.02,286.98,-47.99
Isidorus G,6.52,31.66,-6.41
Isidorus H,6.74,32.63,-3.95
Isidorus K,7.14,33.33,-8.92
Jansen T,3.08,33.48,11.35
Isidorus U,5.55,31.54,-7.95
Isidorus W,3.98,32.37,-9.49
J. Herschel B,7.41,321.00,60.00
J. Herschel D,9.41,321.82,60.46
J. Herschel F,18.88,324.49,58.87
J. Herschel K,8.37,320.52,62.95
J. Herschel L,7.44,319.78,61.00
J. Herschel M,8.58,326.89,57.34
J. Herschel N,6.93,326.95,60.14
J. Herschel P,6.06,326.99,63.61
J. Herschel R,8.73,329.30,62.59
Jackson Q,13.17,194.84,20.82
Jackson X,16.80,195.32,24.89
Jacobi A,26.03,16.03,-58.65
Jacobi C,33.90,10.48,-59.85
Reinhold A,3.73,338.21,4.16
Schuster Y,17.32,145.57,6.45
Jacobi D,22.59,10.55,-60.90
Jacobi E,24.95,11.72,-58.56
Koval'skiy M,17.74,101.08,-23.88
Jacobi F,41.09,9.55,-58.66
Jacobi G,35.21,13.66,-58.53
Jacobi H,7.59,10.54,-58.65
Jacobi J,18.84,10.27,-57.96
Jacobi K,9.64,10.83,-56.97
Koval'skiy P,23.17,100.56,-22.43
Jacobi L,8.77,15.38,-55.45
Jacobi M,9.29,12.15,-57.95
Jacobi N,7.35,11.75,-56.56
Jacobi O,14.56,11.84,-55.74
Jacobi P,14.73,13.86,-57.41
Janssen S,7.03,41.82,-50.41
Janssen T,29.00,42.31,-48.87
Janssen X,24.28,33.27,-42.92
Jeans B,11.48,94.85,-52.24
Jacobi R,5.35,13.75,-55.46
Kepínski N,39.28,126.21,26.63
Jacobi S,4.77,14.84,-57.60
Jacobi T,5.52,15.22,-56.11
Jacobi U,7.11,13.17,-55.10
Jacobi W,6.88,10.85,-56.23
Jacobi Z,4.25,11.82,-59.13
Kapteyn B,39.91,70.99,-15.58
Jansen D,6.72,28.45,15.71
Jansen E,6.57,27.83,14.46
Koval'skiy Q,32.29,99.09,-23.44
Koval'skiy U,22.90,98.47,-21.17
Koval'skiy Y,18.96,100.04,-20.71
Krafft C,12.45,287.50,16.36
Jansen H,7.38,28.39,11.34
Jansen L,6.90,30.08,14.69
Jansen R,26.29,28.79,15.16
Jeans G,26.27,93.51,-55.82
Jeans N,66.69,90.61,-58.51
Jeans S,54.63,86.92,-56.64
Jeans U,63.27,86.97,-54.67
Jeans X,44.74,89.45,-53.39
Jansen U,3.72,32.28,11.95
Jansen W,3.22,29.46,10.21
Jansky F,47.49,92.32,8.93
Janssen B,21.26,34.36,-43.17
Kapteyn C,43.94,70.24,-13.33
Janssen J,26.90,36.58,-43.43
Janssen C,7.23,34.90,-42.88
Janssen D,28.72,41.22,-48.64
Janssen E,24.24,39.77,-48.82
Janssen F,35.15,41.91,-49.81
Krafft D,12.23,286.61,15.10
Mee G,22.09,319.26,-45.47
Mee H,48.05,320.38,-44.21
Janssen H,9.55,41.70,-46.42
Janssen K,14.99,42.31,-46.19
Janssen L,11.78,43.57,-46.09
Janssen M,15.63,35.43,-41.89
Janssen N,4.70,32.12,-41.43
Rhaeticus G,5.51,6.41,0.97
Kant C,17.96,22.09,-9.38
Janssen P,4.09,39.76,-45.49
Jeans Y,16.06,90.51,-51.11
Jenner M,10.62,95.68,-45.84
Jenner X,12.53,93.83,-37.32
Jenner Y,31.18,94.76,-38.49
Joliot P,11.82,91.98,22.34
Kaiser R,3.43,7.15,-34.33
Kane A,6.06,27.05,61.23
Kane F,7.19,23.24,59.65
Kane G,9.70,25.33,59.24
Kant B,14.58,18.60,-9.76
Kant D,52.40,18.69,-11.36
Kant G,33.54,19.56,-9.21
Kant H,6.68,20.82,-9.16
Reinhold N,3.82,334.57,1.57
Kulik J,46.84,208.26,40.37
Kulik K,43.02,208.23,38.83
Kulik L,31.58,206.34,40.50
Langrenus R,5.43,63.75,-7.76
Langrenus T,40.01,62.30,-4.78
Kant S,4.43,19.73,-11.55
Langrenus S,8.92,64.79,-6.72
Kant O,6.60,17.16,-12.03
Kant P,5.71,17.37,-10.81
Kant Q,5.10,18.72,-13.04
Kant T,3.84,20.10,-11.30
Kant Z,2.99,17.32,-10.37
Kapteyn E,36.55,69.26,-8.83
Kapteyn A,30.85,71.27,-14.15
Kapteyn D,12.26,70.56,-14.60
Kelvin D,6.25,326.78,-27.91
Kelvin E,3.74,328.10,-26.71
Rhaeticus E,4.96,5.93,-0.11
Kelvin F,3.91,324.30,-26.83
Kondratyuk A,23.71,115.98,-14.54
Kondratyuk Q,25.51,115.15,-15.98
König A,3.32,335.90,-24.77
Kopff B,7.46,273.65,-16.89
Kopff C,13.67,273.78,-18.32
Kopff D,12.59,270.10,-19.87
Kopff E,11.20,270.09,-15.96
Kapteyn F,8.59,70.32,-14.44
Kapteyn K,7.16,71.94,-13.07
Langrenus U,4.20,57.14,-12.64
Licetus W,7.21,8.50,-45.98
Petermann X,8.95,76.10,75.01
Lindblad S,25.75,254.27,69.44
Lindblad Y,27.59,258.84,72.72
Mersenius C,13.60,314.00,-19.76
Mersenius D,30.99,313.16,-23.16
Karpinskiy J,23.05,175.77,71.00
Kepínski W,26.35,124.86,29.88
Kästner A,24.39,77.27,-4.49
Kästner B,19.31,80.71,-6.25
Kästner C,22.12,76.89,-7.94
Kästner E,11.88,77.61,-8.05
Kästner R,16.98,82.16,-6.89
Kästner S,29.17,83.09,-7.99
Kearons U,12.66,243.77,-10.61
Keeler L,65.64,163.20,-13.06
Keeler S,29.66,157.98,-11.21
Keeler U,29.85,156.91,-8.97
Kekulé M,19.86,221.97,12.05
Keeler V,57.99,158.21,-8.77
Kekulé K,17.64,223.49,13.66
Kekulé V,64.94,218.26,18.32
Kelvin B,6.20,327.81,-27.66
Kelvin C,5.28,327.24,-27.58
Kelvin G,3.15,326.04,-26.23
Kepínski C,21.86,128.01,30.01
Kepler A,10.70,323.87,7.13
Petavius D,19.49,64.30,-24.04
Petermann A,18.33,87.62,74.84
Petermann B,10.34,63.90,72.77
Petermann C,13.11,57.34,71.50
Petermann D,33.57,66.52,77.15
Petermann E,14.52,53.25,72.46
Licetus T,7.32,6.60,-45.88
Licetus U,6.55,7.43,-47.03
