name,diameter,center_lon,center_lat
Réaumur B,3.74,0.83,-4.26
Réaumur D,4.00,2.76,-0.23
Réaumur R,12.97,2.09,-3.50
Réaumur W,2.57,2.74,-3.24
Réaumur X,4.53,359.34,-2.91
Regiomontanus A,5.57,359.29,-28.03
Regiomontanus B,9.63,356.24,-29.06
Regiomontanus C,7.09,354.75,-28.76
Regiomontanus E,6.10,353.74,-28.26
Regiomontanus F,11.07,358.00,-27.83
Reichenbach X,11.12,43.91,-30.94
Reichenbach Y,15.80,43.65,-31.27
Reichenbach Z,14.00,45.99,-32.06
Reimarus A,29.41,59.92,-48.84
Regiomontanus G,3.44,356.55,-28.34
Regiomontanus H,5.58,355.92,-28.62
Regiomontanus J,7.87,358.07,-29.42
Regiomontanus L,5.86,0.98,-29.68
Regiomontanus N,2.75,0.10,-28.91
Regiomontanus S,3.26,357.99,-28.59
Schaeberle S,12.98,114.75,-26.59
Regiomontanus T,3.79,357.10,-28.28
Reiner K,3.13,306.01,8.10
Saha D,38.23,107.93,0.19
Regiomontanus U,11.91,356.47,-27.93
Regiomontanus W,3.32,358.62,-29.46
Regiomontanus Y,4.70,358.37,-30.13
Reiner G,3.07,305.65,3.22
Regnault W,14.17,270.22,53.41
Regiomontanus Z,5.51,357.03,-27.47
Regnault C,13.94,270.84,55.09
Reichenbach S,9.56,43.19,-27.16
Reichenbach T,61.49,45.74,-29.38
Reichenbach W,19.56,43.18,-30.73
Reimarus B,18.85,60.48,-49.49
Reimarus F,6.91,58.70,-49.49
Reimarus H,11.17,62.23,-49.26
Reimarus R,33.21,63.99,-47.65
Reimarus S,9.56,62.82,-47.84
Reimarus T,28.08,63.42,-48.33
Reimarus U,22.05,62.29,-48.57
Reiner A,9.87,308.48,5.13
Reiner C,7.12,308.47,3.49
Reiner E,4.45,310.35,1.89
Reiner H,7.68,305.23,9.09
Reiner L,5.36,305.33,7.97
Reiner N,3.67,302.39,5.36
Reinhold B,26.15,338.32,4.27
?afa?ík S,13.26,174.22,9.88
Saha B,32.49,104.89,1.46
Rheita C,9.68,44.20,-35.17
Saha C,59.89,108.22,1.45
Saha E,28.75,108.04,-0.29
Reiner R,46.08,304.31,3.68
Reiner T,2.56,307.68,3.67
Riccioli H,17.46,284.96,1.11
Reinhold C,4.07,335.43,4.35
Reinhold D,2.34,335.39,2.58
Reinhold F,5.57,338.57,3.36
Reinhold H,3.72,339.01,4.27
Riccius J,12.61,25.99,-40.75
Riccius K,5.23,25.62,-39.17
Riccius L,6.55,26.82,-41.55
Riccius M,13.68,26.50,-37.89
Riccius O,8.73,27.67,-36.19
Riccius P,10.85,28.04,-35.72
Repsold A,8.17,283.02,51.83
Repsold C,135.08,286.21,48.73
Repsold B,45.66,284.07,53.09
Repsold H,12.62,278.51,51.68
Repsold G,43.98,279.34,50.54
Repsold R,12.49,287.60,49.85
Repsold S,8.65,284.66,47.74
Repsold T,12.65,280.05,47.63
Repsold V,7.13,284.58,50.77
Saha J,49.93,105.61,-4.02
Saha N,50.64,101.88,-4.22
Saha W,34.47,101.71,-0.61
Sanford C,18.45,222.61,33.87
Sanford T,42.51,216.30,32.43
Sanford W,38.21,219.39,33.42
Sanford Y,21.21,220.35,33.52
Santbech A,24.69,42.29,-24.26
Santbech B,14.88,41.57,-24.73
Rhaeticus B,6.28,6.80,1.60
Santbech C,17.33,39.50,-22.29
Repsold W,9.64,280.11,52.60
Rhaeticus A,10.49,5.18,1.72
Rhaeticus F,18.42,6.43,-0.06
Rhaeticus J,2.76,3.18,-0.70
Rhaeticus L,13.77,3.48,0.20
Rhaeticus M,7.32,3.81,1.02
Rhaeticus N,12.38,4.20,1.19
Riccius C,21.80,28.76,-36.23
Riccioli Y,6.72,286.65,-3.04
Rheita A,11.46,50.05,-38.04
Rheita B,19.35,52.71,-39.11
Rocca C,17.46,289.67,-10.69
Rocca D,23.35,291.91,-11.02
Rocca E,43.20,290.40,-11.74
Rocca F,26.56,293.27,-13.62
Rocca G,22.69,294.98,-13.31
Rocca H,24.52,294.47,-12.92
Rocca J,12.76,285.97,-14.97
Rocca L,17.10,287.26,-14.05
Rowland N,31.58,195.88,55.04
Rheita D,5.50,50.08,-39.05
Rheita F,13.48,48.41,-35.38
Rheita G,13.88,54.30,-40.61
Rheita H,6.92,51.65,-39.81
Rheita L,10.73,52.98,-37.68
Rheita M,25.92,50.04,-35.35
Schomberger Y,18.89,28.53,-74.44
Zhukovskiy X,29.39,188.75,10.49
Rheita N,7.32,49.41,-35.08
Rheita P,10.31,44.44,-37.94
Riccioli C,31.55,286.80,0.58
Riccioli CA,14.13,286.85,0.63
Riccioli F,30.26,286.11,-8.72
Riccioli G,14.96,288.84,-1.26
Riccioli K,40.75,282.36,-2.31
Riccioli U,8.38,287.05,-5.78
Riccius A,23.50,27.20,-35.88
Riccius B,21.32,27.69,-37.61
Riccius D,15.42,28.87,-40.40
Riccius E,21.41,26.37,-39.95
Riccius H,17.85,26.06,-35.36
Riccius R,5.50,30.65,-41.43
Riccius S,9.48,26.46,-37.15
Ritchey A,4.67,7.74,-11.33
Riccius T,5.87,24.96,-36.34
Riccius W,19.25,25.17,-38.95
Riccius X,10.20,26.59,-38.83
Riccius Y,8.90,29.10,-35.85
Richardson E,24.14,103.60,32.00
Richardson W,23.35,98.33,33.59
Riedel Z,29.78,219.83,-47.47
Riedel G,25.00,226.26,-49.02
Riedel Q,23.36,217.78,-49.96
Riemann B,26.26,85.56,41.40
Riemann J,48.53,89.79,37.41
Seleucus E,3.98,296.08,22.42
Seneca D,17.54,81.28,26.71
Seneca C,21.33,74.47,26.32
Seneca A,18.34,75.07,26.28
Seneca B,29.47,77.00,27.16
Ritchey E,12.37,8.31,-10.72
Seneca E,17.10,79.70,29.32
Seneca F,16.41,81.93,29.63
Ritchey B,6.03,8.93,-11.98
Ritchey C,5.18,9.18,-10.94
Ritchey D,5.83,9.21,-10.25
Ritchey J,15.64,9.88,-12.41
Ritchey M,8.19,9.47,-12.39
Turner Q,2.69,347.53,-0.99
Ritchey N,16.85,9.99,-11.16
Ritter B,14.19,18.92,3.25
Ritter C,12.68,18.86,2.74
Ritter D,6.58,18.74,3.64
Ritz B,26.81,93.04,-13.83
Ritz J,8.47,93.00,-16.24
Roberts N,49.14,184.09,68.38
Roberts M,45.01,186.00,67.68
Römer N,25.54,37.96,25.30
Roberts Q,18.82,177.65,68.38
Rocca A,64.24,289.67,-13.75
Rocca B,23.42,292.54,-12.57
Rocca N,24.20,289.66,-11.65
Rocca P,31.82,288.10,-11.11
Rocca R,34.82,286.86,-11.16
Rocca S,10.37,288.35,-10.25
Rocca T,15.94,288.86,-9.75
Rocca W,104.64,293.47,-10.26
Roche B,21.90,137.78,-40.58
Roche C,16.98,139.89,-39.13
Rocca Z,54.36,284.46,-16.22
Ross B,5.61,20.17,11.37
Roche V,27.80,129.99,-38.97
Roche W,20.80,131.25,-39.25
Römer A,34.81,37.13,28.10
Römer B,22.51,38.10,28.50
Römer C,7.23,37.06,27.65
Römer D,12.07,35.80,24.50
Römer E,30.76,39.17,28.47
Römer J,8.54,37.94,22.37
Römer M,9.14,34.61,25.28
Rutherfurd A,10.44,348.00,-62.30
Römer P,59.36,39.80,26.53
Römer R,52.56,34.44,24.14
Römer S,43.03,36.78,24.91
Römer T,44.64,36.16,23.82
Römer U,27.23,39.15,24.28
Römer V,26.71,38.64,24.43
Rosenberger H,11.89,46.47,-54.98
Rosenberger J,20.53,43.25,-53.03
Rosenberger K,18.03,47.58,-54.52
Rosenberger L,7.91,44.67,-52.68
Rosenberger N,8.25,44.13,-54.48
Rosenberger S,14.03,42.68,-56.04
Rosenberger T,7.92,43.21,-56.71
Stratton U,12.73,162.49,-5.19
Rosenberger W,30.82,42.65,-58.85
Rowland R,22.76,190.54,53.47
Römer X,23.92,40.11,24.28
Römer Y,6.17,36.31,25.75
Röntgen A,18.81,271.82,36.91
Rowland Y,54.92,196.78,58.63
Santbech M,13.05,39.35,-20.46
Röntgen B,17.55,271.79,35.71
Rosenberger A,48.26,47.16,-53.64
Rosenberger B,33.76,46.20,-52.05
Rosenberger C,46.67,42.19,-52.28
Rosenberger E,11.14,43.14,-59.42
Rosenberger F,5.83,40.60,-56.09
Russell B,20.48,281.70,26.39
Rosenberger D,46.58,43.04,-57.59
Rosenberger G,9.80,41.44,-53.99
Ross D,8.41,23.32,12.57
Ross E,4.20,23.40,11.04
Tamm X,12.75,145.58,-2.66
Ross F,4.56,24.23,10.91
Ross G,4.54,24.85,10.68
Ross H,4.17,21.80,10.24
Rosse C,3.91,34.42,-18.54
Rost A,44.64,323.15,-56.61
Rost B,20.24,323.69,-54.68
Rost D,30.54,329.00,-56.63
Rost M,26.77,328.47,-55.50
Rost N,5.97,326.78,-57.29
Rothmann A,7.35,27.58,-29.45
Rothmann B,21.28,28.41,-31.81
Rothmann C,17.87,25.00,-28.63
Rothmann D,12.87,22.77,-28.97
Rothmann E,9.63,29.18,-32.93
Saenger V,20.46,101.91,5.24
Saenger X,19.66,102.17,6.38
Saussure A,18.40,359.45,-43.81
Seneca G,20.65,83.23,29.47
Rothmann G,92.00,24.39,-28.39
Seyfert A,51.96,115.07,30.56
Sharonov D,16.35,175.14,13.39
Rothmann H,11.15,25.39,-29.16
Rothmann J,6.84,25.72,-29.39
Rothmann K,5.19,24.35,-28.86
Rothmann L,13.18,28.67,-29.21
Rothmann M,16.42,29.84,-31.24
Rothmann W,10.35,26.57,-30.86
Rowland G,17.77,199.92,56.58
Rowland J,49.85,204.15,52.72
Rowland K,25.29,202.77,51.02
Rowland M,57.96,197.29,51.47
Rozhdestvenskiy H,20.77,226.89,83.27
Rozhdestvenskiy K,42.87,212.99,82.19
Rozhdestvenskiy U,44.11,152.04,84.89
Rozhdestvenskiy W,74.95,114.64,85.88
Rumford A,30.15,190.91,-25.16
Rumford B,22.07,192.13,-25.11
Rumford C,26.08,192.07,-27.46
Rumford F,14.47,194.96,-28.74
Rumford Q,29.05,188.24,-30.85
Sacrobosco A,16.49,16.11,-24.10
Rümker C,4.28,301.90,41.58
Rümker F,5.05,302.71,37.26
Rumford T,111.67,187.85,-28.53
Rutherfurd C,13.34,349.09,-62.53
Rümker H,4.00,307.24,40.33
Rümker K,3.00,303.96,42.25
Rümker L,3.37,302.66,43.56
Rümker S,3.02,296.92,42.58
Rümker T,3.22,295.25,42.51
Russell F,9.39,283.43,28.08
Russell R,40.37,284.56,28.91
Russell S,24.76,282.90,29.34
Rutherfurd B,6.26,348.41,-62.57
Rutherfurd E,8.77,351.62,-62.83
Sabine A,3.64,19.46,1.24
Santbech N,10.72,39.65,-20.82
Scheiner X,7.35,335.14,-59.57
Schlüter S,13.13,269.96,-7.89
Sacrobosco B,13.21,16.89,-24.03
Sacrobosco G,18.10,16.15,-20.69
Sacrobosco R,20.54,15.78,-22.32
Sacrobosco C,12.54,15.82,-22.99
Sacrobosco D,26.51,17.80,-21.67
Santbech P,9.24,40.00,-21.42
Sacrobosco E,12.18,17.68,-26.10
Sacrobosco F,17.55,16.73,-21.16
Sacrobosco H,12.07,18.68,-23.71
Sacrobosco J,4.80,14.52,-23.60
Sacrobosco K,5.54,14.68,-22.90
Sacrobosco L,8.41,15.12,-25.61
Sacrobosco M,6.92,16.27,-25.30
Sacrobosco N,5.73,16.56,-27.08
Sacrobosco O,4.84,16.04,-21.19
Sacrobosco P,4.57,17.31,-20.69
Sacrobosco Q,36.36,17.39,-21.66
Sacrobosco S,19.60,17.98,-26.60
Saenger C,17.85,104.35,6.24
Sacrobosco V,3.61,16.12,-24.55
Sacrobosco T,11.53,16.83,-24.93
Sacrobosco U,3.68,14.30,-23.98
Sacrobosco W,2.26,17.28,-24.37
Saenger Q,14.68,101.96,3.42
Saenger R,11.03,100.64,3.39
Sacrobosco X,23.26,16.27,-26.63
Saenger B,62.41,103.32,5.64
Santbech X,7.76,42.45,-25.17
Saenger D,23.68,103.43,5.01
Saenger P,42.78,102.08,2.74
Santbech E,12.94,44.84,-22.41
Santbech F,12.55,41.93,-25.60
Schneller G,19.12,200.09,40.50
Schneller H,39.03,199.53,39.50
Santbech G,4.72,44.39,-22.96
Santbech H,8.96,42.88,-20.46
Santbech J,14.05,43.38,-19.74
Santbech L,7.16,39.45,-21.36
Santbech Q,12.71,38.95,-23.21
Santbech R,5.50,38.74,-23.41
Santbech S,10.02,39.08,-23.53
Santbech T,4.68,38.04,-24.13
Santbech U,8.78,38.82,-24.02
Schlesinger A,28.94,222.58,49.73
Schlesinger B,64.45,224.83,51.01
Santbech W,14.27,40.69,-24.37
Santbech Y,7.80,42.93,-25.31
Santbech Z,5.36,42.98,-25.87
Sarton Y,25.33,238.25,51.25
Sasserides A,45.48,352.89,-39.98
Sarton L,43.67,239.66,46.82
Sarton Z,28.15,238.97,51.35
Sasserides B,8.16,348.77,-39.51
Sasserides D,10.27,353.54,-36.78
Sasserides E,8.13,352.27,-38.96
Sasserides F,15.06,350.03,-40.51
Scheiner G,13.47,331.60,-62.58
Sasserides H,10.92,349.05,-39.26
Schorr D,21.17,91.25,-18.66
Ventris R,13.57,155.10,-6.03
Sasserides K,7.99,352.60,-38.97
Sasserides L,4.97,353.37,-40.09
Sasserides M,11.33,352.93,-37.98
Sasserides N,6.03,352.93,-38.72
Sasserides P,21.56,349.18,-38.03
Sasserides S,14.14,351.91,-38.75
Saunder A,7.42,12.25,-4.01
Saunder B,5.55,9.81,-3.92
Saunder C,3.30,10.51,-2.77
Saussure F,4.37,355.36,-44.34
Schlesinger M,44.14,221.29,44.99
Schliemann T,19.18,152.68,-1.91
Schliemann A,56.97,155.18,1.22
Schliemann W,17.84,152.35,0.26
Schliemann B,35.34,155.99,2.18
Schliemann G,17.52,156.70,-2.23
Schorr C,12.86,88.19,-13.43
Schlüter A,36.74,277.43,-9.21
Schlüter P,20.77,274.79,0.05
Schneller L,25.75,197.28,39.15
Schorr B,26.75,88.42,-16.61
Schrödinger B,24.69,141.41,-68.05
Secchi U,4.93,42.19,1.07
Sheepshanks C,10.38,18.08,57.03
Shi Shen P,21.25,96.81,71.64
Shi Shen Q,33.84,96.18,73.99
Saussure C,15.59,359.32,-44.85
Dunér,65.07,179.45,44.68
Scaliger U,10.47,106.69,-26.75
Saussure CA,18.59,359.40,-45.30
Saussure E,10.71,357.83,-44.67
Schaeberle U,24.20,114.10,-25.85
Scheiner A,12.04,331.71,-60.48
Scheiner E,24.39,330.67,-63.22
Scheiner F,6.10,334.73,-56.88
Scheiner B,29.10,326.43,-59.70
Scheiner C,12.14,329.06,-60.12
Scheiner D,16.72,327.69,-60.72
Scheiner H,8.16,332.54,-56.35
Scheiner P,12.36,328.83,-62.55
Scheiner J,11.39,331.17,-59.76
Scheiner K,7.35,333.92,-58.05
Scheiner Q,8.14,331.09,-58.79
Scheiner L,9.09,324.78,-65.87
Scheiner M,10.39,326.55,-65.77
Scheiner R,7.87,335.72,-57.98
Schiller R,7.87,314.12,-52.24
Schiller S,21.22,319.58,-54.94
Schuster K,15.58,147.73,1.26
Schuster N,29.02,145.81,3.28
Schuster Q,46.38,143.41,0.90
Schuster R,36.62,144.72,3.34
Schwabe C,29.30,46.95,67.74
Schwabe D,15.29,44.78,64.67
Schwabe E,18.77,43.43,64.13
Scheiner T,12.19,325.05,-60.96
Schiaparelli A,7.58,297.89,22.96
Scheiner U,6.67,323.68,-60.95
Scheiner V,6.68,322.97,-60.60
Scheiner W,6.82,322.33,-60.36
Schiaparelli C,5.65,297.78,25.83
Schiaparelli E,4.88,297.92,27.11
Schickard A,14.44,306.28,-46.86
Schickard B,13.89,307.74,-43.74
Schickard J,12.53,297.56,-45.00
Schickard C,13.33,303.99,-45.85
Schickard D,9.32,302.28,-45.77
Schickard E,32.95,308.32,-47.27
Schickard F,14.32,306.14,-48.00
Schickard G,12.19,301.02,-43.04
Schickard H,16.10,297.66,-43.52
Schickard K,13.66,296.09,-43.85
Schickard M,8.74,301.01,-44.19
Schröter D,4.92,350.46,4.48
Schubert E,27.61,78.43,4.25
Schubert F,34.45,77.86,3.29
Schubert G,56.37,75.34,4.19
Schubert H,27.65,76.03,1.64
Schubert J,22.34,78.93,-0.01
Schubert K,30.17,75.87,2.40
Schickard N,6.50,305.30,-41.29
Schickard P,94.39,311.50,-42.91
Schickard Q,5.52,306.95,-42.74
Schickard R,5.22,306.17,-44.13
Schickard S,16.01,303.19,-46.65
Schickard T,4.85,309.62,-44.80
Schickard W,8.12,301.80,-45.12
Schlüter U,9.83,269.99,-5.06
Schlüter V,12.09,273.02,-4.40
Schlüter X,12.94,271.69,1.17
Schlüter Z,10.35,276.15,-2.87
Schickard X,7.77,308.73,-43.54
Schickard Y,4.86,302.39,-47.44
Schiller A,10.90,322.34,-47.17
Schiller B,17.20,320.84,-48.87
Schiller C,45.03,310.69,-55.36
Schiller E,7.93,311.19,-54.59
Schiller F,12.73,317.00,-50.65
Schiller G,8.71,321.70,-51.23
Schiller H,72.43,322.25,-50.59
Schiller J,9.16,323.30,-49.63
Schiller K,10.25,321.23,-46.69
Schiller L,10.24,319.77,-47.12
Schiller M,8.75,318.73,-48.21
Schiller N,6.23,318.01,-53.62
Schiller P,6.02,316.34,-53.58
Schiller T,6.09,318.71,-50.76
Schiller W,15.56,319.02,-54.46
Schjellerup H,22.71,168.22,67.95
Schjellerup N,31.09,156.64,66.14
Schjellerup R,49.75,151.50,68.61
Schjellerup J,43.52,163.18,67.52
Schröter A,3.67,352.20,4.81
Schrödinger W,12.14,116.00,-68.17
Schorr A,58.06,88.16,-20.38
Schrödinger G,5.93,139.33,-75.27
Schrödinger J,15.97,155.39,-78.33
Schröter C,8.38,350.20,8.25
Schröter E,2.84,353.17,2.36
Schröter F,29.19,354.10,7.40
Schröter G,5.20,350.55,3.16
Schröter H,4.38,351.37,3.15
Schröter J,6.45,353.88,8.51
Schröter K,5.21,352.07,3.09
Schröter L,3.33,352.57,1.76
Schubert N,65.12,72.65,1.79
Sharonov F,13.37,175.92,12.25
Schubert X,49.17,76.75,0.30
Schumacher B,24.17,59.34,42.18
Sharonov X,42.66,172.47,13.85
Sharp A,17.25,317.32,47.61
Sharp B,20.61,314.64,47.00
Zhukovskiy Z,32.43,192.77,9.82
Schubert A,1.87,79.34,2.13
Zöllner A,6.15,21.48,-7.07
Zöllner D,24.36,17.65,-8.38
Zöllner E,4.70,18.28,-8.81
Zöllner F,26.99,21.98,-7.58
Zöllner G,9.51,20.86,-7.31
Schröter M,5.30,348.31,6.93
Schröter S,2.51,350.79,7.07
Schröter T,3.95,351.99,7.03
Mandel'shtam Y,32.47,161.67,9.09
Schröter U,3.80,353.32,4.07
Schröter W,9.50,352.26,4.82
Schubert C,30.72,84.63,1.94
Schwabe F,19.70,50.15,66.45
Schwabe G,14.88,42.00,65.50
Soddy E,18.18,123.45,0.72
Soddy G,12.12,123.81,0.02
Soddy P,8.41,121.17,-0.80
Poincaré X,20.88,161.18,-53.91
Sierpinski Q,14.93,153.83,-28.18
Schwarzschild S,16.77,104.52,67.72
Poincaré Z,34.87,164.31,-53.90
Schwabe K,8.84,49.23,67.69
Schwabe U,17.43,57.05,66.56
Schwabe W,9.04,52.52,69.61
Schwabe X,7.33,56.60,68.32
Schwarzschild A,44.65,124.24,78.46
Segner G,12.48,304.42,-56.38
Schwarzschild T,15.61,107.63,69.82
Schwarzschild D,21.89,131.75,71.68
Scoresby K,22.20,2.94,76.35
Scoresby P,22.98,12.78,75.88
Schwarzschild K,40.97,124.81,67.35
Scoresby W,10.39,11.13,74.37
Schwarzschild L,45.38,121.83,69.08
Schwarzschild Q,17.51,108.83,66.24
Scoresby M,56.51,8.15,75.57
Secchi X,4.68,43.66,-0.77
Seeliger A,3.77,3.04,-1.87
Scoresby Q,38.25,8.81,77.48
Secchi A,4.85,41.47,3.26
Scott E,29.21,35.70,-81.16
Scott M,17.84,34.73,-83.86
Seares B,26.14,151.33,75.17
Seares Y,36.92,141.02,77.49
Segner M,5.31,314.51,-59.78
Secchi B,5.16,41.51,3.66
Seeliger S,2.87,2.09,-2.14
Secchi G,6.69,44.56,3.94
Sommerfeld N,41.70,197.64,61.90
Sommerfeld V,31.45,189.57,66.36
Mandel'shtam Q,19.68,158.73,2.30
Segers M,53.54,127.54,44.32
Mandel'shtam R,54.02,159.79,4.40
Mandel'shtam T,36.22,160.40,5.54
Segers N,28.94,127.47,43.87
Segner A,8.50,312.97,-57.27
Sharp D,7.07,317.82,44.82
Segner B,36.06,304.06,-57.74
Segner C,18.73,313.80,-57.80
Segner E,11.19,302.99,-57.48
Sharp J,5.47,321.93,46.96
Segner H,7.05,311.39,-58.63
Sharp K,4.43,321.43,47.50
Sharp L,4.95,321.77,45.78
Thomson V,11.82,162.41,-30.69
Segner K,6.94,305.53,-56.16
Segner L,6.17,312.69,-58.76
Sharp W,3.91,314.55,50.20
Segner N,5.12,315.26,-59.34
Seidel J,19.65,153.01,-33.35
Seidel M,31.00,152.29,-35.29
Seidel U,27.55,150.35,-32.42
D. Brown,16.11,212.84,-41.64
Seleucus A,6.35,299.47,22.04
Shayn H,38.65,175.48,31.49
Shayn Y,20.84,171.69,35.76
Stetson N,17.56,239.57,-43.20
Stetson P,23.53,239.84,-41.88
Poinsot E,30.28,228.56,79.76
Tseraskiy (Ceraski) P,38.33,139.33,-50.95
M. Anderson,16.93,211.00,-41.20
Tseraskiy (Ceraski) K,42.70,144.01,-52.43
Siedentopf Q,39.58,133.89,20.98
Chawla,14.24,212.51,-42.47
Husband,31.26,212.15,-40.31
Sheepshanks A,6.64,18.95,60.00
Sheepshanks B,4.77,21.08,60.32
Shternberg (Sternberg) C,27.21,245.26,20.85
Vendelinus N,17.31,65.86,-16.81
Shuckburgh A,18.08,55.42,43.08
Shuckburgh C,11.57,52.71,43.54
Shuckburgh E,9.22,56.99,44.05
Siedentopf F,41.08,138.14,22.19
Siedentopf H,47.13,136.92,20.87
Siedentopf G,61.28,137.97,20.59
Siedentopf M,32.40,135.12,18.98
Sikorsky Q,14.43,103.45,-65.79
Silberschlag A,6.43,13.21,6.93
Silberschlag D,3.20,11.21,7.48
Street S,3.60,345.16,-48.98
Street T,8.73,344.79,-49.29
Stadius C,2.82,347.10,9.73
Strömgren A,50.82,228.17,-17.92
Sniadecki J,29.34,193.52,-24.61
Strömgren X,42.44,225.26,-17.36
Struve B,13.37,282.86,18.97
Struve C,11.03,284.60,22.85
McCool,20.46,213.74,-41.27
Silberschlag E,3.36,12.72,5.20
Sinas G,3.64,34.27,9.56
Sniadecki Q,79.48,189.72,-22.93
Sniadecki Y,34.25,190.79,-21.08
Emden,114.63,183.48,62.76
Silberschlag G,3.05,13.84,5.73
Stadius D,3.50,344.65,10.28
Silberschlag P,31.63,12.01,6.80
Silberschlag S,34.87,12.28,7.68
Simpelius A,57.54,16.10,-69.89
Steno R,17.52,158.83,31.07
Sömmering P,5.90,349.66,2.13
Simpelius D,55.92,8.28,-71.55
Simpelius B,50.16,10.09,-75.17
Simpelius C,48.79,5.38,-72.64
Simpelius E,42.95,10.60,-69.99
Simpelius F,27.08,16.73,-68.68
Simpelius G,22.31,22.76,-71.77
Sosigenes C,3.30,18.96,7.21
Stöfler H,22.86,1.61,-40.37
Simpelius H,28.67,15.34,-67.94
Simpelius J,17.53,8.11,-75.86
South G,5.67,306.74,55.00
Simpelius K,22.42,15.35,-74.70
Simpelius L,16.05,6.52,-70.44
Simpelius M,6.82,16.32,-70.52
Simpelius N,9.38,24.08,-71.35
Simpelius P,5.66,3.97,-75.29
Sinas A,5.12,32.59,7.77
Sinas E,8.65,30.99,9.64
Stöfler L,17.28,7.84,-39.19
Wurzelbauer L,7.30,342.10,-34.87
Stöfler J,64.18,2.49,-42.11
Stöfler K,18.49,4.14,-39.46
Mandel'shtam N,25.27,161.56,3.24
Sinas H,4.12,33.56,10.00
Sinas J,4.31,33.70,10.31
Ramon,17.23,211.92,-41.22
L. Clark,15.30,212.30,-43.33
Suess K,2.75,309.92,6.54
Lenard,47.65,250.30,85.19
Nefed'ev,52.93,135.77,-81.07
Svedberg,15.33,65.15,-81.68
von Baeyer,13.45,61.87,-81.80
Suess L,4.34,309.44,6.07
Larmor,99.48,180.32,31.84
Leeuwenhoek,124.99,181.12,-29.28
Sinas K,3.41,33.07,6.81
Sirsalis A,48.45,298.59,-12.66
Sirsalis F,13.16,299.85,-13.55
Sirsalis B,14.85,296.23,-11.10
Sirsalis C,22.42,296.00,-10.35
Sirsalis D,34.85,301.29,-9.98
Sirsalis E,70.29,303.29,-8.16
Sirsalis G,24.23,298.28,-13.85
Sirsalis H,25.49,297.49,-14.01
Sirsalis J,11.85,300.30,-13.41
Sirsalis K,7.04,302.53,-10.38
Street L,7.83,346.39,-50.74
Sirsalis Z,90.32,297.95,-10.36
Street N,4.99,349.66,-48.29
Sisakyan C,17.51,111.05,41.97
Sklodowska D,17.45,99.40,-13.85
Street P,5.57,348.01,-45.62
Sisakyan D,48.09,111.17,41.88
Sisakyan E,14.92,110.94,41.21
Sklodowska A,45.48,96.80,-14.76
Zernike T,16.99,167.22,18.46
Sklodowska J,14.72,97.96,-19.44
Sklodowska R,17.84,92.54,-18.99
Struve D,10.06,286.24,25.34
Sklodowska Y,16.97,95.72,-13.33
Slipher S,26.76,158.70,48.97
Struve F,8.25,286.28,22.48
Smoluchowski F,33.79,269.18,59.97
Smoluchowski H,39.84,267.16,59.24
Snellius A,34.51,53.67,-27.42
Snellius B,25.25,53.20,-30.16
Street J,6.10,346.30,-48.74
Struve K,6.49,286.92,23.46
Zernike W,30.83,167.08,19.65
Zernike Z,26.33,168.20,21.22
Snellius C,8.65,51.40,-29.01
Snellius D,8.13,51.45,-28.71
Snellius E,11.86,51.49,-28.04
Snellius X,9.10,54.95,-27.41
Snellius Y,11.09,52.21,-25.73
Sniadecki F,15.42,192.62,-22.02
Sömmering A,2.72,348.90,1.10
Suess F,6.85,315.28,1.15
Sömmering R,16.56,350.12,1.87
Sosigenes A,11.28,18.46,7.76
Vendelinus E,19.45,61.02,-18.08
Sosigenes B,3.74,17.21,8.33
South A,6.28,309.58,57.27
South K,4.41,309.81,59.16
Sulpicius Gallus G,5.39,6.30,19.79
South B,14.00,314.94,57.54
South C,7.70,310.43,55.80
Vendelinus D,10.02,58.23,-19.04
Spallanzani F,21.98,28.03,-45.67
Spallanzani G,15.03,28.53,-45.42
Montes Cordillera,963.50,265.06,-19.43
Albert,0.1,325.00,38.29
Borya,0.4,324.99,38.29
Igor,0.1,325.00,38.29
Gena,0.2,325.00,38.30
Kolya,0.1,325.00,38.30
Kostya,0.2,325.00,38.29
Leonid,0.1,324.99,38.30
Nikolya,0.1,324.99,38.30
Slava,0.1,325.00,38.29
Spencer Jones K,27.57,167.30,10.35
Spencer Jones Q,15.10,164.79,11.72
Steno T,37.88,159.66,32.51
Valera,0.1,325.00,38.30
Spencer Jones W,53.44,163.53,14.94
Steno U,29.97,158.23,32.97
Vasya,0.1,324.99,38.30
Aepinus,16.74,250.31,87.95
Bosch,19.58,133.54,86.81
Vitya,0.2,325.00,38.30
Erlanger,10.93,28.61,86.98
Fibiger,21.09,37.13,86.13
Sulpicius Gallus H,3.41,5.74,20.55
Gore,9.41,297.68,86.17
Grignard,12.95,284.16,84.53
Turner M,3.09,348.17,-4.23
Haber,56.78,265.37,83.39
Hevesy,49.98,149.15,83.08
Turner N,3.28,347.93,-2.88
Haskin,66.56,133.15,81.51
Stetson E,36.58,242.68,-39.62
Stetson G,20.47,242.49,-40.02
Spitzbergen A,6.13,352.90,32.71
Spitzbergen C,6.26,351.18,32.88
Spitzbergen D,3.17,351.23,33.30
Spörer A,4.47,357.92,-3.43
St. John W,20.93,147.04,12.23
St. John X,31.23,147.34,13.76
Stein M,27.52,178.84,3.82
St. John Y,22.88,148.99,13.53
