name,diameter,center_lon,center_lat
Gunjur,26.84,146.66,-0.16
Australe Scopuli,504.57,247.06,-83.47
Neves,22.13,151.30,-3.39
Obock,14.45,150.52,-2.00
Quthing,15.58,149.28,0.39
Wafra,30.19,148.53,4.24
Tarrafal,4.89,340.81,24.26
Dorsa Argentea,339.26,326.61,-77.62
Asau,25.05,154.68,-3.63
Farah Vallis,76.37,136.79,-6.03
Ariadnes Colles,188.00,172.77,-34.49
Australe Lingula,436.33,68.55,-84.05
Chronius Mons,56.14,178.01,-61.49
Eridania Planitia,1062.13,122.21,-38.14
Promethei Planum,831.28,88.36,-79.18
Australe Montes,411.67,14.05,-80.18
Avernus Rupes,223.32,172.79,-9.19
Promethei Lingula,571.62,119.89,-82.79
Australe Sulci,357.90,133.06,-84.98
Thyles Montes,380,126.53,-69.87
Claritas Rupes,952.87,254.73,-25.03
Cavi Angusti,640.03,285.25,-78.16
Chasma Australe,352.60,95.03,-82.35
Planum Angustum,206.41,276.79,-79.80
Promethei Chasma,295.28,141.38,-82.66
Sirenum Fossae,2731.21,197.26,-35.57
Euripus Mons,88.91,105.18,-44.82
Ultimum Chasma,322.08,151.36,-81.09
Sisyphi Montes,200,13.07,-69.65
Angustus Labyrinthus,67.52,296.60,-81.62
Sisyphi Tholus,27.52,341.46,-75.68
Terra Sirenum,3635.18,205.84,-39.49
Coronae Montes,247.39,86.10,-34.30
Hellas Chaos,590.62,64.40,-47.12
Phlegra Dorsa,2818.61,170.37,25.08
Tartarus Colles,1672.69,175.18,21.24
Lucus Planum,899.86,182.83,-4.99
Ladon Valles,244.59,331.39,-22.43
Ogygis Rupes,184.23,305.47,-33.02
Aonia Terra,3873.48,262.95,-60.20
Albor Fossae,155,150.77,18.08
Issedon Paterae,5.31,269.74,38.12
Labeatis Mons,42.78,284.14,37.48
Elysium Chasma,130,141.51,22.38
Tigre Valles,102.81,322.90,-12.02
Warrego Valles,205.08,267.85,-41.83
Waikato Vallis,228.03,113.77,-33.32
Chalcoporos Rup?s,404.98,20.56,-55.63
Pityusa Rupes,430.14,28.31,-63.95
Bashkaus Valles,246.92,356.73,-25.67
Paraná Valles,329.13,350.20,-23.18
Planum Boreum,354.63,54.95,87.32
Arda Valles,173.67,327.68,-20.40
Uranius Dorsum,542.08,284.95,23.79
Morava Valles,364.09,335.79,-13.56
Chico Valles,446.35,207.76,-66.76
Cerberus Fossae,1235,166.37,11.27
Aganippe Fossa,537.16,233.99,-8.48
Bahram Vallis,269.68,302.85,20.42
Baphyras Catena,95.52,275.84,38.83
Bosporos Rupes,531.42,302.44,-42.74
Charybdis Scopulus,551.25,20.07,-24.14
Buvinda Vallis,134.17,151.96,33.16
Calydon Fossa,351.24,272.01,-7.43
Ceraunius Catena,50.48,251.90,37.10
Chalce Fossa,33.97,320.41,-51.66
Charis Dorsum,251,318.53,-55.86
Hrad Vallis,974.39,135.91,38.16
Huo Hsing Vallis,332.30,66.60,30.18
Hegemone Dorsum,143.63,315.09,-54.72
Her Desher Vallis,117.29,312.06,-25.07
Hermus Vallis,53.31,212.19,-5.31
Himera Valles,175,337.34,-21.54
Gringauz,71.01,324.29,-20.67
Al-Qahira Vallis,600,162.40,-18.23
Hadriacus Palus,176.33,77.29,-27.24
Hypanis Valles,220,313.58,9.46
Hypsas Vallis,36.46,57.98,33.63
Iberus Vallis,87.25,152.07,21.24
Clanis Valles,58,58.46,33.24
Micoud,51.84,16.33,50.56
Indus Vallis,342,38.87,18.94
Isara Valles,5.35,213.58,-5.30
Termes Vallis,55.60,202.99,-11.11
Ituxi Vallis,123.06,153.31,25.44
Mawrth Vallis,634.63,343.02,22.43
Grjótá Valles,343.76,166.37,15.37
Allegheny Vallis,171.08,306.10,-9.00
Amenthes Rupes,335.24,110.67,1.50
Arena Dorsum,372.02,68.93,12.70
Kasei Valles,1580,297.12,25.13
Labeatis Catenae,220.6,266.82,19.48
Anio Valles,54,55.88,37.75
Apsus Vallis,121.55,134.99,34.91
Ares Vallis,1757.67,334.39,10.29
Arnus Vallis,311.60,70.61,13.96
Athabasca Valles,270,155.01,8.53
Auqakuh Vallis,347,60.40,30.24
Auxo Dorsum,82.04,318.24,-55.71
Clasia Vallis,147,57.03,33.77
Cleia Dorsum,131.69,314.01,-54.86
Clota Vallis,114.36,339.49,-25.59
Nestus Valles,38.25,201.52,-7.02
Coogoon Valles,300,338.26,17.18
Coronae Scopulus,245.23,64.94,-33.25
Cyane Catena,204.06,241.69,36.25
Dao Vallis,794.00,88.88,-37.61
Enipeus Vallis,527.06,267.20,36.79
Dittaino Valles,157.41,293.13,-1.42
Doanus Vallis,139.90,334.40,-63.02
Drilon Vallis,118.52,307.66,7.17
Durius Valles,240,171.97,-17.30
Dzigai Vallis,327.30,323.40,-58.10
Elysium Fossae,1044,146.14,24.07
Erythraea Fossa,155.19,329.05,-27.27
Evros Vallis,358.00,13.82,-12.65
Frento Vallis,251.08,345.16,-50.02
Galaxias Fossae,552,142.00,36.63
Uzboi Vallis,353.52,323.01,-29.46
Harmakhis Vallis,526.65,90.06,-40.97
Hebrus Valles,325,126.73,19.87
Licus Vallis,240,126.35,-3.04
Phison Rupes,203.07,50.34,26.70
Lobo Vallis,80,298.83,26.82
Loire Valles,790,342.97,-17.69
Mad Vallis,537.36,76.46,-56.27
Mosa Vallis,191.6,22.20,-15.09
Naktong Vallis,669.63,33.39,4.88
Morpheos Rupes,404.14,125.57,-35.99
Maja Valles,1515,301.62,10.22
Mamers Valles,1020,17.94,40.65
Tartarus Scopulus,251.30,177.25,-4.23
Nia Vallis,140,325.19,-53.52
Mangala Valles,900,208.60,-11.32
Marte Vallis,231.42,182.90,14.07
Matrona Vallis,61.28,176.19,-7.65
Maumee Valles,390,307.14,19.50
Ma'adim Vallis,913.11,177.50,-21.98
Minio Vallis,90,208.32,-4.37
Naro Vallis,442.71,60.71,-3.99
Niger Vallis,360,92.56,-34.95
Stura Vallis,75,142.46,22.70
Nilokeras Scopulus,901.47,304.14,31.71
Padus Vallis,57.42,210.02,-4.52
Nirgal Vallis,610,318.31,-28.15
Oceanidum Fossa,167.15,330.48,-61.57
Varus Valles,90.12,204.00,-8.57
Sabis Vallis,212.90,207.49,-5.01
Ochus Valles,127,314.95,7.06
Olympica Fossae,420,246.07,24.85
Phlegethon Catena,399.68,256.72,38.82
Stygis Fossae,385,149.83,26.91
Osuga Valles,164,321.40,-15.30
Pallacopas Vallis,134.77,339.52,-54.73
Pasithea Dorsum,282.19,318.42,-55.13
Patapsco Vallis,172.87,152.50,23.70
Phaenna Dorsum,164.16,316.70,-53.78
Promethei Rupes,1379.21,90.24,-75.54
Ravi Vallis,148.78,319.51,-0.41
Reull Vallis,1051.94,104.95,-42.14
Rhabon Valles,245,268.72,21.21
Taus Vallis,10.39,211.68,-4.84
Sabrina Vallis,280,310.95,10.99
Walla Walla Vallis,22.98,305.53,-9.88
Silinka Vallis,150.93,331.94,9.13
Samara Valles,661.84,341.27,-24.16
Lethe Vallis,236.65,154.96,3.15
Scamander Vallis,269,28.53,15.89
Scylla Scopulus,476.90,18.33,-25.21
Senus Vallis,22.18,213.03,-5.23
Sepik Vallis,58.99,294.26,-1.00
Shalbatana Vallis,1029,317.91,7.32
Nilus Dorsa,292.90,280.93,20.68
Surius Vallis,30.76,311.27,-61.20
Tader Valles,200,207.70,-48.78
Tartarus Rupes,97.45,175.71,-6.50
Tinto Vallis,191.97,111.49,-3.96
Tithoniae Catenae,562,278.17,-5.49
Vedra Valles,118,304.51,19.11
Verde Vallis,133,29.87,-0.50
Xanthe Scopulus,59.47,307.49,19.37
Mangala Fossa,695,214.11,-17.27
Iamuna Dorsa,38.18,309.60,20.97
Tiu Valles,1720,325.13,16.22
Rupes Tenuis,669.02,274.53,81.59
Tyras Vallis,99.12,309.84,8.32
Tyrrhena Fossae,305.54,105.79,-22.23
Olympus Rupes,1914.77,226.43,18.40
Olympia Rup?s,1197.04,174.16,86.03
Marikh Vallis,1147.22,4.31,-19.15
Sungari Vallis,344.81,88.50,-40.32
Ophir Catenae,509,300.6,-9.46
Elaver Vallis,178.91,310.47,-9.38
Ultimi Scopuli,560.46,179.04,-77.87
Boreales Scopuli,1.12,269.84,88.87
Corozal,8.33,159.42,-38.78
Sisyphi Cavi,423.63,353.70,-72.20
Oenotria Scopuli,1425,77.11,-6.62
Davies,48.06,0.09,45.96
Majuro,43.43,84.33,-33.25
Newcomb,254.13,1.04,-24.27
Airy-0,0.78,0.00,-5.07
Sinai Fossae,589.15,281.33,-14.08
Baucau,17.93,304.89,-28.36
Arima,53.58,296.32,-15.84
Domoni,13.82,234.39,51.38
Keren,28.63,337.50,20.98
Cayon,27.31,113.61,-35.92
Amazonis Planitia,2809.04,197.08,25.74
Moanda,38.88,320.05,-35.92
Lederberg,87.24,314.08,13.00
Arcadia Planitia,1871.97,184.31,47.19
Peace Vallis,35.23,137.22,-4.20
Fancy,49.43,113.60,-35.45
Aeolis Serpens,538.55,149.56,-1.38
Yellowknife,0.12,137.44,-4.58
Candor Colles,37.38,284.43,-6.63
Ceti Labes,11.05,284.26,-6.77
Euphrates Patera,20.26,10.26,38.42
Siloe Patera,39.08,6.54,35.30
Eden Patera,80,348.94,33.76
Ismenia Patera,82,1.79,38.55
Oxus Cavus,37.87,359.48,37.40
Oxus Patera,33.41,359.65,38.97
Utopia Planitia,3560.45,117.51,46.73
Ulysses Colles,84.81,236.91,6.14
Aeolis Dorsa,459.16,152.63,-5.04
Argyre Mons,60.58,311.90,-50.36
Nili Tholus,7.00,67.34,9.14
Magong,46.56,313.31,11.88
Ceti Mensa,133.95,283.97,-5.89
Atrax Fossa,34.42,271.02,38.18
Aram Dorsum,83.31,348.76,7.79
Sisyphi Planum,1032.87,6.41,-69.64
Istok,4.81,274.18,-45.10
Bree,28.79,149.62,37.63
Kotka,39.44,169.87,19.25
Caralis Chaos,103.35,178.60,-37.20
López,85,98.04,-14.56
Napo Vallis,87.5,78.02,-25.96
Hadriacus Cavi,59.08,78.04,-27.24
Huallaga Vallis,92.5,79.07,-26.66
Auce,37.01,80.14,-27.16
Hydrae Chaos,66,300.02,-5.90
Pital,41.7,297.71,-9.26
Esira,16.25,313.39,8.95
Garni,2.57,290.31,-11.51
Dulce Vallis,32.46,136.53,-4.81
Rauna,2.53,327.91,35.25
Coprates Montes,350,294.60,-13.00
Nectaris Montes,220,305.35,-14.63
Moni,5.43,18.76,-47.00
Hunten,82.43,23.69,-39.17
Choyr,36.41,18.72,-32.42
Moa Valles,265,305.30,35.62
Greeley,457.45,3.91,-36.79
Badwater,33.14,62.14,-32.79
Ogygis Undae,87.7,293.78,-49.66
Syria Colles,630,259.26,-13.46
Juventae Mensa,116,294.37,-7.92
Talas,30,75.37,-35.66
Nia Mensa,95,292.68,-7.72
Navua Valles,500,82.68,-33.93
Hellas Chasma,148,65.46,-34.63
Peneus Palus,870,56.71,-35.05
Coronae Planum,265,65.40,-32.68
K?r?n Valles,64,174.09,-35.94
Auki,40,96.87,-15.76
Negril,52,69.43,20.19
Cardona,13.7,328.01,-19.64
Bradbury,63.2,85.79,2.58
Coprates Mensa,240,288.83,-12.20
Prao,20,56.60,-11.16
Ius Mensa,160,284.68,-8.60
Melas Mensa,245,285.84,-10.72
Catota,1.3,333.02,51.66
Dunkassa,8,222.93,-37.49
Hiddekel Cavus,23.3,16.24,29.43
Selevac,7.30,228.93,-37.39
Echus Palus,715,282.73,12.29
Talu,10,20.08,-40.35
Langtang,9.8,224.04,-38.12
Bunnik,29,217.9,-38.07
Nqutu,21,169.55,-38.04
Cilaos,21.4,129.48,-35.71
Murray,92,28.06,-23.29
Degana,57,314.50,-23.72
Pyrrhae Fossae,430,336.2,-29.2
Mambali,31,27.02,-23.51
Baum,62,28.30,-24.71
Nybyen,6.2,343.34,-37.02
Flateyri,9.5,330.92,-35.86
Taltal,10,234.21,-39.50
Simois Colles,86.94,183.40,-37.71
Zephyria Fluctus,42,155.52,0.71
Dollfus,363.08,355.73,-21.58
Sitrah,33.09,217.71,-59.09
Betio,32.44,281.35,-23.13
Halba,31.41,303.86,-26.01
Ophir Mensa,103.33,286.50,-3.99
Gan,20.63,229.00,61.71
Byala,26.23,293.53,-25.73
Hydraotes Colles,47.5,326.32,-0.02
Juventae Cavi,94.4,301.84,-3.90
Hydrae Cavus,64.5,298.69,-7.92
Krupac,10,86.00,-7.79
Avan,3.3,290.23,-10.97
Andapa,11,355.27,-5.33
Ubud,27,341.67,-10.63
Ruhea,9.5,173.07,-43.26
